action,event_pk,rn,date,work_area,organization,survey,sampling_bout,site_id,lat,long,gather_lat,gather_long,collection_method,project_specific_id,hakai_id,line_out_depth,pressure_transducer_depth,source,installed,collected,preserved,analyzed,lab_technician,acidity,alkh,ph,s,so4,mg,zn,na,br,al,ca,cl,fe,mn,no3,b,f,k,p,no2,si,cu,sr,analyzing_lab,acidity_flag,alkh_flag,ph_flag,s_flag,so4_flag,mg_flag,zn_flag,na_flag,br_flag,al_flag,ca_flag,cl_flag,fe_flag,mn_flag,no3_flag,b_flag,f_flag,k_flag,p_flag,no2_flag,si_flag,cu_flag,sr_flag,row_flag,quality_level,comments,quality_log
,420194,1,2018-07-24,QUADRA,HAKAI,FGS_B,1,4745 OUTLET,50.38295134,-125.0524639,,,GS,,QGRB136,0,,F,,2018-07-24T16:30:23.000Z,2018-07-24T16:30:16.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.5,,1824.729,,246.378,10.395,1181.636,,73.501,1992.814,,11.686,,,4.908,,170.565,4.865,,3379.238,0.837,7.658,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420196,1,2018-07-24,QUADRA,HAKAI,FGS_B,1,4767 OUTLET,50.4994298956315,-124.972300169675,,,GS,,QGRB138,0,,F,,2018-07-24T17:40:04.000Z,2018-07-24T17:40:55.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,7.86,,332.636,,137.33,10.832,595.646,,26.204,3109.862,,128.481,,,2.837,,56.726,5.848,,1380.137,,9.011,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420197,1,2018-07-24,QUADRA,HAKAI,FGS_B,1,PARADISE PDSE1,,,,,GS,,QGRB66,0,,F,,2018-07-24T18:38:20.000Z,2018-07-24T18:38:45.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.85,,227.763,,63.924,11.522,252.485,,25.287,807.475,,40.715,,,7.235,,161.227,6.801,,573.518,,3.892,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420205,1,2018-07-25,QUADRA,HAKAI,FGS_B,1,4848 OUTLET,50.82454647,-124.8642314,,,GS,,QGRB117,0,,F,,2018-07-25T19:38:11.000Z,2018-07-25T19:38:57.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,8.57,,812.095,,109.517,2.401,276.129,,,3738.465,,65.678,,,4.426,,510.373,8.868,,551.499,,6.126,NRAL,NA,,NA,,NA,,,,NA,BDL,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420207,1,2018-07-25,QUADRA,HAKAI,FGS_B,1,4914 OUTLET,50.81203354,-124.9791145,,,GS,,QGRB121,0,,F,,2018-07-25T21:26:36.000Z,2018-07-25T21:26:27.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,9.195,,1003.171,,243.567,3.404,393.106,,,3803.089,,17.362,,,5.338,,766.15,12.451,,1307.81,,9.526,NRAL,NA,,NA,,NA,,,,NA,BDL,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420208,1,2018-07-25,QUADRA,HAKAI,FGS_B,1,MELLERSH MELR1,50.775598,-124.951171,,,GS,,QGRB122,0,,F,,2018-07-25T21:51:33.000Z,2018-07-25T21:51:42.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,2.33,,423.93,,91.767,2.96,320.033,,,952.169,,20.155,,,1.961,,331.144,5.297,,884.6,,4.68,NRAL,NA,,NA,,NA,,,,NA,BDL,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420210,1,2018-07-25,QUADRA,HAKAI,FGS_B,1,4809 OUTLET,50.681452,-124.857651,,,GS,,QGRB124,0,,F,,2018-07-25T23:01:24.000Z,2018-07-25T23:01:32.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.86,,333.097,,133.403,2.585,583.806,,78.271,529.654,,13.325,,,2.472,,158.738,12.707,,1612.364,,5.286,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420206,1,2018-07-25,QUADRA,HAKAI,FGS_B,1,BEAR BEAR1,50.83405,-124.954433,,,GS,,QGRB133,0,,F,,2018-07-25T20:40:59.000Z,2018-07-25T20:40:43.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,2.93,,684.87,,94.512,3.648,326.481,,23.17,1572.529,,24.744,,,4.344,,395.198,32.228,,743.624,,5.795,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420209,1,2018-07-25,QUADRA,HAKAI,FGS_B,1,4829 OUTLET,50.76016793,-124.8621035,,,GS,,QGRB134,0,,F,,2018-07-25T22:39:00.000Z,2018-07-25T22:45:53.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,17.64,,926.73,,188.888,1.973,246.96,,25.018,7464.189,,21.437,,,2.882,,307.794,5.628,,647.429,,17.863,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420204,1,2018-07-25,QUADRA,HAKAI,FGS_B,1,4889 OUTLET,50.89506983,-124.8648929,,,GS,,QGRB137,0,,F,,2018-07-25T19:12:11.000Z,2018-07-25T19:12:00.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,5.16,,557.444,,115.523,2.861,271.596,,,1815.087,,,,,3.77,,629.592,12.434,,761.71,,3.535,NRAL,NA,,NA,,NA,,,,NA,BDL,,NA,BDL,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420200,1,2018-07-26,QUADRA,HAKAI,FGS_B,1,9265 OUTLET,50.24265837,-125.1335566,,,GS,,QGRB115,0,,F,,2018-07-26T16:40:38.000Z,2018-07-26T16:40:15.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,21.36,,364.493,,780.309,12.966,3631.151,,73.65,6441.299,,315.778,20.65,,11.886,,411.625,16.681,,3534.487,0.647,28.831,NRAL,NA,,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420199,1,2018-07-26,QUADRA,HAKAI,FGS_B,1,8405 OUTLET,50.1657309741857,-125.185997987114,,,GS,,QGRB116,0,,F,,2018-07-26T15:49:47.000Z,2018-07-26T15:49:59.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,16.675,,506.296,,494.874,12.191,2670.501,,19.236,6233.724,,32.971,,,10.57,,139.431,7.648,,1348.519,,30.133,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420201,1,2018-07-26,QUADRA,HAKAI,FGS_B,1,8395 OUTLET,50.26225585,-125.2383459,,,GS,,QGRB119,0,,F,,2018-07-26T18:14:45.000Z,2018-07-26T18:14:43.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,11.815,,564.858,,675.275,11.492,3042.978,,,3285.424,,9.179,,,7.254,,189.287,9.727,,3423.454,,14.993,NRAL,NA,,NA,,NA,,,,NA,BDL,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420203,1,2018-07-26,QUADRA,HAKAI,FGS_B,1,HYACINTHE HYAC1,50.133383,-125.254017,,,GS,,QGRB126,0,,F,,2018-07-26T19:58:51.000Z,2018-07-26T19:58:34.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,28.34,,910.305,,2121.982,11.802,7853.739,,,8079.715,,9.916,,,96.806,,320.853,9.663,,4537.081,0.632,22.224,NRAL,NA,,NA,,NA,,,,NA,BDL,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420198,1,2018-07-26,QUADRA,HAKAI,FGS_B,1,8407 OUTLET,50.139409,-125.220507,,,GS,,QGRB127,0,,F,,2018-07-26T14:53:42.000Z,2018-07-26T14:53:40.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,48.545,,930.751,,902.121,11.109,4622.342,,,17946.169,,17.424,,,12.975,,547.158,10.347,,4592.711,,73.496,NRAL,NA,,NA,,NA,,,,NA,BDL,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420211,1,2018-07-26,QUADRA,HAKAI,FGS_B,1,4968 OUTLET,50.6226793635617,-124.908699080815,,,GS,,QGRB129,0,,F,,2018-07-26T23:24:00.000Z,2018-07-25T23:24:16.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.65,,1410.228,,321.684,5.869,849.958,,64.049,1350.997,,19.92,,,5.394,,257.021,14.991,,2742.729,,8.605,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,420202,1,2018-07-26,QUADRA,HAKAI,FGS_B,1,9572 OUTLET,50.32047287,-125.2429932,,,GS,,QGRB132,0,,F,,2018-07-26T17:30:49.000Z,2018-07-26T17:30:13.000Z,2018-08-15T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,4.18,,323.065,,390.514,12.179,2528.041,,87.615,1529.081,,53.256,,,5.491,,122.924,6.012,,1453.768,,7.884,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,422111,1,2018-07-27,CALVERT,HAKAI,FGS_R,1,NONE GLC1,,,,,GS,,GRB3141,0,,F,,2018-07-27T23:30:38.000Z,2018-08-08T19:00:37.000Z,2018-08-15T07:00:00.000Z,maartje.korver,,,,,,12.989,5.28,153.813,,,58.855,,38.432,,,,,52.196,41.576,,12.477,,,NRAL,NA,BDL,NA,BDL,,,,,NA,BDL,,,,BDL,NA,BDL,NA,,,NA,,BDL,BDL,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI for these samples.. These samples were from ice chunks taken from the Glacier that feeds the Kilbella River. We melted ice in a plastic bag and then shook the bag to incorporate any condensation. The ice was cut using a saw and new saw blade. We melted the contaminated edges and disposed that water before melting sample water.3: These samples were from ice chunks taken from the Glacier that feeds the Kilbella River. We melted ice in a plastic bag and then shook the bag to incorporate any condensation. The ice was cut using a saw and new saw blade. We melted the contaminated edges and disposed that water before melting sample water."
,421684,1,2018-07-31,QUADRA,HAKAI,FGS_B,1,CAMPCREEK WATERINTAKE,50.954283,-124.8647,,,GS,,QGRB140,0,,F,,2018-07-31T15:35:23.000Z,2018-07-31T15:35:53.000Z,2018-09-24T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,1.86,,71.828,874,41.772,12.48,78.267,,39.425,501.943,361,34.649,,,6.333,,148.517,25.393,,282.443,0.575,1.487,NRAL,NA,,NA,,,,,,NA,,,,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,421685,1,2018-07-31,QUADRA,HAKAI,FGS_B,1,HOMATHKO HOMA1,50.95302393,-124.8682698,,,GS,,QGRB141,0,,F,,2018-07-31T15:52:07.000Z,2018-07-31T15:52:29.000Z,2018-09-24T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,,,646.868,,309.565,12.479,364.942,,153.074,3016.419,,146.263,6.394,,5.558,,574.527,29.225,,756.28,1.226,21.245,NRAL,NA,MV,NA,,MV,,,,NA,,,MV,,,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,874168,1,2018-07-31,QUADRA,HAKAI,FGS_B,1,4791 TRIB1US,,,,,GS,,QGRB142,0,,F,,2018-07-31T19:52:07.000Z,2018-07-31T19:52:00.000Z,2018-09-24T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,3.7,,490.468,1879,116.733,10.936,417.727,,25.638,1561.394,295,9.94,,,3.807,,210.196,24.471,,1127.527,,5.991,NRAL,NA,,NA,,,,,,NA,,,,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,421685,2,2018-07-31,QUADRA,HAKAI,FGS_B,1,HOMATHKO HOMA1,50.95302393,-124.8682698,,,GS,,QGRB143,0,,F,,2018-07-31T15:52:07.000Z,2018-07-31T15:52:29.000Z,2018-09-24T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,8.325,,640.099,2126,306.463,12.195,375.565,,142.362,3037.002,287,131.797,6.203,,3.864,,578.289,27.484,,747.639,0.772,21.777,NRAL,NA,,NA,,,,,,NA,,,,,,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,874167,1,2018-07-31,QUADRA,HAKAI,FGS_B,1,4791 TRIB1DS,,,,,GS,,QGRB144,0,,F,,2018-07-31T19:35:22.000Z,2018-07-31T19:35:56.000Z,2018-09-24T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,,,476.504,,116.23,12.351,417.665,,23.513,1628.876,,10.174,,,3.884,,218.092,23.858,,1177.433,,6.05,NRAL,NA,MV,NA,,MV,,,,NA,,,MV,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,874169,1,2018-07-31,QUADRA,HAKAI,FGS_B,1,4791 TOWER2,50.5952,-124.8412,,,GS,,QGRB152,0,,F,,2018-07-31T20:22:17.000Z,2018-07-31T20:22:32.000Z,2018-09-24T07:00:00.000Z,emily.haughton;isabelle.desmarais;rob.white,,,,568.423,,118.434,14.334,260.276,,68.096,1896.673,,68.947,,,1.774,,404.479,25.837,,822.396,0.803,5.512,NRAL,NA,MV,NA,,MV,,,,NA,,,MV,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata qc'd by RW; 18-11-12
,422093,1,2018-08-04,CALVERT,HAKAI,FGS_R,1,20947 OUTLET,51.55613009,-127.6145751,,,GS,,GRB3100,0,,F,,2018-08-04T21:53:22.000Z,2018-08-04T21:53:59.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,,,261.124,,239.761,2.883,1698.935,,188.165,439.223,,126.176,,,9.672,,134.069,41.467,,3713.38,1.144,2.138,NRAL,NA,BDL,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,1: Metadata QC'd by MK
,422087,1,2018-08-04,CALVERT,HAKAI,FGS_R,1,20623 OUTLET,51.3950262,-127.7073025,,,GS,,GRB3103,0,,F,,2018-08-04T17:16:16.000Z,2018-08-04T17:16:08.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,1.897,,,,347.96,2.83,2447.062,,250.01,761.501,,267.495,,,6.812,,127.92,44.657,,706.624,,4.267,NRAL,NA,,NA,BDL,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI"
,422090,1,2018-08-04,CALVERT,HAKAI,FGS_R,1,20718 OUTLET,51.49256097,-127.5354522,,,GS,,GRB3106,0,,F,,2018-08-05T00:00:38.000Z,2018-08-05T00:00:35.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,22.207,,453.795,,752.205,2.525,1599.045,,48.035,7330.179,,733.342,5.326,,4.808,,447.263,43.834,,3183.453,,12.848,NRAL,NA,,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI"
,422088,1,2018-08-04,CALVERT,HAKAI,FGS_R,1,20642 OUTLET,51.43047294,-127.6304428,,,GS,,GRB3109,0,,F,,2018-08-04T17:52:39.000Z,2018-08-04T17:52:28.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,,,,,199.594,2.393,1703.162,,377.261,475.831,,593.964,,,4.853,,81.245,42.109,,3319.605,,2.676,NRAL,NA,BDL,NA,BDL,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI"
,422091,1,2018-08-04,CALVERT,HAKAI,FGS_R,1,20720 OUTLET,51.53529035,-127.516309,,,GS,,GRB3111,0,,F,,2018-08-04T20:45:47.000Z,2018-08-04T20:45:38.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,1.653,,165.127,,197.413,2.183,1175.281,,139.234,793.338,,106.361,,,2.383,,101.334,43.819,,2449.874,,2.688,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI"
,422094,1,2018-08-04,CALVERT,HAKAI,FGS_R,1,20722 OUTLET,51.568533,-127.514507,,,GS,,GRB3112,0,,F,,2018-08-04T23:29:43.000Z,2018-08-04T23:29:50.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,3.637,,,,168.037,2.155,616.143,,84.287,1341.423,,80.936,,,2.194,,121.752,42.181,,917.924,,3.924,NRAL,NA,,NA,BDL,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI"
,422092,1,2018-08-04,CALVERT,HAKAI,FGS_R,1,26812 OUTLET,51.54866346,-127.6017837,,,GS,,GRB3113,0,,F,,2018-08-04T21:15:31.000Z,2018-08-04T21:15:40.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,0.977,,,,290.281,3.31,1747.197,,214.752,557.416,,222.81,,,3.142,,201.415,42.941,,1012.831,,4.682,NRAL,NA,,NA,BDL,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI"
,422089,1,2018-08-04,CALVERT,HAKAI,FGS_R,1,20643 OUTLET,51.46599077,-127.5814722,,,GS,,GRB3114,0,,F,,2018-08-04T18:54:42.000Z,2018-08-04T18:54:31.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,,,,,315.144,3.859,1927.238,,435.578,491.616,,320.587,,,3.95,,70.513,42.546,,1506.659,,4.207,NRAL,NA,BDL,NA,BDL,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI"
,422086,1,2018-08-04,CALVERT,HAKAI,FGS_R,1,20612 OUTLET,51.36568455,-127.7680586,,,GS,,GRB3115,0,,F,,2018-08-04T15:46:41.000Z,2018-08-04T15:46:05.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,,,,,260.217,2.51,3865.795,,355.908,431.076,,1010.116,,,6.287,,158.637,45.894,,5988.763,,3.263,NRAL,NA,BDL,NA,BDL,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Low flow2: Metadata QC'd by MK3: No YSI data due to internal crash of YSI"
,422096,1,2018-08-05,CALVERT,HAKAI,FGS_R,1,20726 OUTLET,51.62404,-127.4754,,,GS,,GRB2774,0,,F,,2018-08-05T16:50:03.000Z,2018-08-05T16:50:03.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,3.837,,324.83,,344.47,29.77,1868.309,,216.727,1487.857,,293.557,,,4.99,,200.17,43.966,,3151.737,,4.8,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Low flow2: Metadata QC'd by MK3: No YSI data due to internal crash of YSI4: YSI time stamp couldn’t be retrieved. Low flow"
,422103,1,2018-08-05,CALVERT,HAKAI,FGS_R,1,20747 OUTLET,51.66678284,-127.312707,,,GS,,GRB2796,0,,F,,2018-08-05T18:50:21.000Z,2018-08-05T18:50:35.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,4.093,,544.52,,216.947,2.207,1201.627,,29.994,1719.79,,14.758,,,3.661,,214.971,47.06,,2791.633,,7.412,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI3: YSI time stamp couldn’t be retrieved"
,429706,1,2018-08-05,CALVERT,HAKAI,FGS_R,1,20741 OUTLET,51.65092098,-127.355236,,,GS,,GRB2798,0,,F,,2018-08-05T18:05:42.000Z,2018-08-05T18:05:56.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,3.323,,258.751,,216.321,2.061,1091.791,,39.243,884.048,,8.342,,,1.74,,155.413,41.063,,1697.923,,4.762,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI3: YSI time stamp couldn’t be retrieved"
,422101,1,2018-08-05,CALVERT,HAKAI,FGS_R,1,20952 OUTLET,51.5369943352802,-127.687488561785,,,GS,,GRB2799,0,,F,,2018-08-05T21:30:27.000Z,2018-08-05T21:30:37.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,2.217,,279.272,,383.339,3.695,2758.382,,209.539,952.965,,421.712,,,4.5,,176.395,46.718,,5099.715,0.555,5.734,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI3: YSI time stamp couldn’t be retrieved"
,429708,1,2018-08-05,CALVERT,HAKAI,FGS_R,1,20938 OUTLET,51.646504,-127.504727,,,GS,,GRB3101,0,,F,,2018-08-05T19:40:54.000Z,2018-08-05T19:40:04.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,1.687,,206.083,,282.787,2.473,1457.624,,294.44,1196.415,,267.324,,,7.546,,143.624,47.077,,1290.917,,5.247,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI3: Very low flow4: YSI time stamp couldn’t be retrieved. Very low flow"
,422102,1,2018-08-05,CALVERT,HAKAI,FGS_R,1,20954 OUTLET,51.5376489321787,-127.746600987023,,,GS,,GRB3102,0,,F,,2018-08-05T22:06:06.000Z,2018-08-05T22:06:19.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,1.857,,205.743,,344.836,4.75,1763.074,,197.478,1261.934,,246.601,,,7.139,,150.535,43.499,,1144.026,0.768,3.499,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI3: YSI time stamp couldn’t be retrieved"
,422097,1,2018-08-05,CALVERT,HAKAI,FGS_R,1,20727 OUTLET,51.6312396935156,-127.451700608435,,,GS,,GRB3107,0,,F,,2018-08-05T17:28:52.000Z,2018-08-05T17:28:46.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,3.957,,267.441,,228.698,3.16,1156.713,,54.334,1701.869,,50.504,,,2.883,,184.472,42.196,,2035.394,,4.181,NRAL,NA,,NA,,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI3: YSI time stamp couldn’t be retrieved"
,422100,1,2018-08-05,CALVERT,HAKAI,FGS_R,1,20940 OUTLET,51.64135546,-127.5495886,,,GS,,GRB3110,0,,F,,2018-08-05T20:25:25.000Z,2018-08-05T20:25:41.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,1.617,,,,141.179,2.568,1226.112,,65.654,470.279,,44.897,,,2.893,,117.766,38.694,,1285.883,0.567,1.775,NRAL,NA,,NA,BDL,NA,,,,NA,,,NA,,BDL,NA,,NA,,,NA,,,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI3: YSI time stamp couldn’t be retrieved"
,422110,1,2018-08-06,CALVERT,HAKAI,FGS_R,1,708 OUTLET,51.6491990000001,-128.068516,,,GS,,GRB2771,0,,F,,2018-08-06T22:30:21.000Z,2018-08-06T22:30:42.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,0.65,,132.096,11419,253.121,2.921,2251.932,,228.003,469.165,26107,408.962,,,5.728,,98.08,47.994,,235.903,,3.046,NRAL,NA,,NA,,,,,,NA,,,,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI. Handwritten YSI measurement in notebook3: YSI measurements were noted in notebook"
,422109,1,2018-08-06,CALVERT,HAKAI,FGS_R,1,819 OUTLET,51.6573750000001,-128.042222,,,GS,,GRB2772,0,,F,,2018-08-06T22:06:28.000Z,2018-08-06T22:05:41.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,,,,12335,258.638,2.962,2785.514,,293.993,435.153,33526,353.994,,,6.978,,106.413,43.499,,4152.999,,3.281,NRAL,NA,BDL,NA,BDL,,,,,NA,,,,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata QC'd by MK
,422108,1,2018-08-06,CALVERT,HAKAI,FGS_R,1,703 OUTLET,51.64853,-128.026062,,,GS,,GRB2786,0,,F,,2018-08-06T21:44:58.000Z,2018-08-06T21:45:08.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,2.973,,,11347,291.016,2.492,2354.878,,113.461,707.405,21159,371.564,,,6.645,,179.529,44.754,,3324.22,,4.222,NRAL,NA,,NA,BDL,,,,,NA,,,,,BDL,NA,,NA,,,NA,,BDL,,Results,Technicianm,,1: Metadata QC'd by MK
,422104,1,2018-08-06,CALVERT,HAKAI,FGS_R,1,20771K OUTLET,51.75,-127.33,,,GS,,GRB2789,0,,F,,2018-08-06T15:53:42.000Z,2018-08-06T15:53:55.000Z,2018-09-24T07:00:00.000Z,isabelle.desmarais;maartje.korver;rob.white,,8.44,,378.883,,227.029,2.26,446.633,,76.785,3121.091,,107.152,4.539,,2.73,,661.529,46.208,,1054.48,,6.248,NRAL,NA,,NA,,NA,,,,NA,,,NA,,,NA,,NA,,,NA,,BDL,,Results,Technicianm,,"1: Metadata QC'd by MK2: No YSI data due to internal crash of YSI"
